Date,Observer,Temperature (F),Wind (mph),StudyLocation,Treatment ,StartTime,PatchID,PointID,Species2min,SpeciesCode2min,Distance2min,Species5min,SpeciesCode5min,Distance5min
8/1/2024,BO,70,2,Garden City,Rural,8:20,CN 3,CN 3.1,Barn Swallow,BARS,163.2,Red-winged Blackbird,RWBL,242
5/3/2024,JS/NB,61,9,Topeka,Urban,10:24,7,7.1,Brown Thrasher0,BRTH,163.5,NA,NA,NA
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.1,Ring-necked Pheasant,RNEP,164.4,Brown-headed Cowbird,BHCO,62.4
4/25/2024,ED,56,15,McPherson,Rural,7:56,BB5,BB5.1,Red-winged Blackbird,RWBL,164.6,Mourning Dove,MODO,86.2
7/10/2024,"ED, GA, CL",63,4,McPherson,Rural,6:22,BB8,BB8.1,Red-winged Blackbird,RWBL,167,Brown-headed Cowbird,BHCO,72
8/26/2024,"BO, RR",70,1,Garden City,Urban,8:24,GC 16,CG 16.1,Eurasian Collared Dove,EUCD,167.8,NA,NA,NA
4/17/2024,ED,63,4,McPherson,WMA,9:33,IN5,IN5.2,Ring-necked Pheasant,RNEP,169.7,Lesser Yellowlegs,LEYE,193.2
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,European Starling,EUST,170,Red-winged Blackbird,RWBL,90
8/16/2024,NB/ED,71,4,Topeka,WMA,8:20,23,23.1,Red-tailed Hawk,RTHA,170.6,Eastern Bluebird,EABL,37.4
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,Red-winged Blackbird,RWBL,171,European Starling,EUST,200
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Field Sparrow,FISP,172,Eastern Kingbird,EAKI,48
8/1/2024,BO,69,2,Garden City,Rural,7:51,CN 3,CN 3.2,Great Blue Heron,GBHE,172.2,NA,NA,NA
4/5/2024,"ED, NB, JS",72,13,McPherson,Urban,3:02,MC17,MC17.2,American Robin,AMRO,173,House Sparrow,HOSP,59
4/10/2024,JS/NB,49,3,Topeka,WMA,8:05,12,12.2,Purple Martin,PUMA,174,Eastern Bluebird,EABL,Only Heard
8/2/2024,"GA,CL",71,3,McPherson,WMA,7:35,IN4,IN4.4,Red-winged Blackbird,RWBL,175,Upland Sandpiper,UPSA,52
8/2/2024,"GA,CL",71,2,McPherson,WMA,7:47,IN4,IN4.3,Red-winged Blackbird,RWBL,175,NA,NA,NA
7/11/2024,NB,70,6,Topeka,WMA,8:24,7,7.1,Barn Swallow,BARS,175.5,Field Sparrow,FISP,138.5
5/7/2024,BO,48,3,Garden City,WMA,8:14,BR 2,BR 2.2,Mourning Dove,MODO,176.4,American Robin,AMRO,46.5
8/27/2024,"BO, IW",68,1,Garden City,Urban,7:32,GC 23,GC 23.3,Eurasian Collared Dove,EUCD,176.4,NA,NA,NA
5/8/2024,BO,46,2,Garden City,WMA,8:12,BR 3,BR 3.1,Western Kingbird,WEKI,176.8,Western Kingbird,WEKI,34.6
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.1,Red-winged Blackbird,RWBL,176.9,Ring-necked Pheasant,RNEP,52.9
8/20/2024,ED,66,3,Topeka,WMA,8:27,15,15.2,Great Blue Heron,GBHE,177,Canada Goose,CANG,115
8/1/2024,"GA,CL",73,5,McPherson,WMA,7:17,IN5,IN5.4,Red-winged Blackbird,RWBL,178,NA,NA,NA
4/25/2024,ED,57,16,McPherson,Rural,9:11,BB5,BB5.2,Killdeer,KILL,178.1,Ring-necked Pheasant,RNEP,82.4
4/24/2024,RR,58,2,Garden City,Rural,10:11,CN 2,CN 2.1,Western Meadowlark,WEME,179.2,NA,NA,NA
4/17/2024,ED,63,4,McPherson,WMA,9:33,IN5,IN5.2,Red-winged Blackbird,RWBL,179.8,Ring-necked Pheasant,RNEP,92.2
7/18/2024,"ED,GA",73,7,McPherson,Urban,9:22,MC25,MC25.2,European Starling,EUST,180,Brown-headed Cowbird,BHCO,232
8/2/2024,"GA,CL",71,3,McPherson,WMA,7:35,IN4,IN4.4,Northern Bobwhite,NOBO,180,NA,NA,NA
4/17/2024,BO,47,3,Garden City,WMA,8:05,BR 6,BR 6.1,Red-winged Blackbird,RWBL,180.1,White-crowned Sparrow,WCSP,122
7/23/2024,"CL,GA",74,2,McPherson,WMA,9:22,MC27,MC27.3,meadowlark,NA,182,Dickcissel,DICK,72
4/23/2024,ED,59,5,McPherson,WMA,9:00,IN8,IN8.3,Eastern Meadowlark,EAME,182.3,Brown-headed Cowbird,BHCO,11.8
8/20/2024,CL,67,8,McPherson,Rural,7:48,MC11,MC11.1,European Starling,EUST,183,NA,NA,NA
4/10/2024,"ED, NP",58,7,McPherson,WM,10:10,BB4,BB4.1,Red-winged Blackbird,RWBL,183.3,NA,NA,NA
4/18/2024,ED,45,6,McPherson,WMA,8:48,IN,IN5.1,Red-winged Blackbird,RWBL,184.6,Western Meadowlark,WEME,70.1
4/5/2024,BO,59,4,Garden City,Urban,10:37,GC 1,GC 1.2,Rock Pigeon,ROPI,186.6,NA,NA,NA
8/16/2024,IW,69,9,McPherson,Rural,8:08,BB1,BB 1.2,Red Wing Blackbird,RWBL,187,Red-winged Blackbird,RWBL,177
7/30/2024,"BO, IW",77,1,Garden City,WMA,7:52,BR 1,BR 1.1,Western Kingbird,WEKI,188,Western Kingbird,WEKI,220
4/5/2024,BO,61,4,Garden City,Urban,10:49,GC 1,GC 1.1,Canada Goose,CANG,188.1,Eurasian Collared Dove,EUCD,23.7
7/30/2024,"BO, IW",75,2,Garden City,WMA,7:06,BR 2,BR 2.1,Western Kingbird,WEKI,189,Western Kingbird,WEKI,97
7/30/2024,"BO, IW",75,2,Garden City,WMA,7:06,BR 2,BR 2.1,Grackle,NA,189,Western Kingbird,WEKI,103
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,European Starling,EUST,190,European Starling,EUST,133
4/24/2024,JS/NB,52,4,Topeka,WMA,8:29,22,22.2,Eastern Meadowlark,EAME,190.6,NA,NA,NA
4/1/2024,ED,72,10,McPherson,Urban,12:05,MC1,MC1.2,American Robin,AMRO,190.6,Common Grackle,COGR,17.4
4/24/2024,RR,62,2,Garden City,Rural,11:20,CN 3,CN 3.3,Red-winged Blackbird,RWBL,192,NA,NA,NA
7/30/2024,"BO, IW",77,1,Garden City,WMA,7:52,BR 1,BR 1.1,Mourning Dove,MODO,192,NA,NA,NA
4/3/2024,"ED, NB, JS",53,20,McPherson,Urban,13:40,MC4,MC4.2,Canada Goose,CANG,193.3,Double-crested Cormorant,DCCO,
4/12/2024,JS/NB,50,9,Topeka,WMA,9:48,4,4.1,Red-tailed Hawk,RTHA,193.5,Blue Jay,BLJA,Only Heard
4/10/2024,"ED, NP",56,6,McPherson,WM,9:48,BB2,BB2.2,Red-winged Blackbird,RWBL,195.3,Brown-headed Cowbird,BHCO,159.2
4/12/2024,JS/NB,53,9,Topeka,WMA,9:59,4,4.2,American Crow,AMCR,195.4,NA,NA,NA
8/5/2024,"CL,GA",69,7,McPherson,WMA,6:49,IN3,IN3.1,Mourning Dove,MODO,198,Upland Sandpiper,UPSA,72
8/7/2024,"BO, RR",68,1,Garden City,Rural,7:26,CN 2,CN 2.3,Dicksissel,DICK,199.9,NA,NA,NA
8/27/2024,"BO, IW",70,1,Garden City,Urban,8:58,GC 4,GC 4.3,Eurasian Collared Dove,EUCD,199.9,Eurasian Collared Dove,EUCD,239
7/15/2024,"GA, CL",78,12,McPherson,Rural,7:03,BB8,BB8.2,Red-winged Blackbird,RWBL,200,Red-winged Blackbird,RWBL,30
7/15/2024,"GA, CL",78,12,McPherson,Rural,7:03,BB8,BB8.2,Upland Sandpiper,UPSA,200,Brown-headed Cowbird,BHCO,25
7/15/2024,"GA, CL",81,13,McPherson,Rural,8:10,BB12,BB12.3,Red-winged Blackbird,RWBL,200,European Starling,EUST,110
7/16/2024,"ED,GA",77,10,Inman,WMA,7:55,IN3,IN3.1,Red-winged Blackbird,RWBL,200,Dickcissel,DICK,39
4/18/2024,ED,45,6,McPherson,WMA,8:48,IN,IN5.1,Eastern Meadowlark,EAME,201,Red-winged Blackbird,RWBL,203
4/16/2024,ED,61,20,McPherson,Urban,9:18,MC18,MC18.1,American Robin,AMRO,203,House Finch,HOFI,143.1
8/7/2024,CL,64,6,McPherson,Urban,6:38,MC12,MC12.1,Mourning Dove,MODO,206,NA,NA,NA
5/8/2024,BO,44,2,Garden City,WMA,7:43,BR 2,BR 2.1,American Robin,AMRO,207,White-crowned Sparrow,WCSP,87.4
8/7/2024,CL,68,9,McPherson,Urban,8:25,MC18,MC18.1,Indigo Bunting,INBU,214,Blue Jay,BLJA,143
8/5/2024,"CL,GA",72,8,McPherson,WMA,6:29,IN3,IN3.3,Common Nighthawk,CONI,215,Northern Bobwhite,NOBO,78
4/17/2024,BO,57,2,Garden City,WMA,9:54,BR 4,BR 4.1,Northern Harrier,NOHA,215,White-crowned Sparrow,WCSP,21.8
7/15/2024,"GA, CL",79,14,McPherson,Rural,6:04,BB3,BB3.1,European Starling,EUST,216,Red-winged Blackbird,RWBL,30
7/30/2024,"BO, IW",75,2,Garden City,WMA,6:55,BR 2,BR 2.2,Mourning Dove,MODO,218,Northern Mockingbird,NOMO,197
4/16/2024,ED,61,20,McPherson,Urban,9:18,MC18,MC18.1,American Robin,AMRO,219,Eastern Meadowlark,EAME,214
7/15/2024,"GA, CL",84,14,McPherson,Rural,8:51,BB13,BB13.2,Red-winged Blackbird,RWBL,220,Brown-headed Cowbird,BHCO,111
4/23/2024,ED,63,8,McPherson,WMA,10:11,IN8,IN8.1,Red-winged Blackbird,RWBL,221,NA,NA,NA
8/7/2024,CL,68,9,McPherson,Urban,8:25,MC18,MC18.1,Northern Cardinal,NOCA,221,NA,NA,NA
4/5/2024,"ED, NB, JS",50,11,McPherson,Urban,9:32,MC10,MC10.2,Canada Goose,CANG,223,Common Grackle,COGR,106.2
7/30/2024,"GA, CL",81,16,McPherson,Urban,8:11,MC20,MC20.1,Red-winged Blackbird,RWBL,226,NA,NA,NA
7/30/2024,"BO, IW",75,2,Garden City,WMA,6:55,BR 2,BR 2.2,Western Kingbird,WEKI,226,Western Kingbird,WEKI,181
4/23/2024,ED,60,5,McPherson,WMA,9:13,IN9,IN9.1,Eastern Meadowlark,EAME,227,Eastern Meadowlark,EAME,67
5/8/2024,BO,48,2,Garden City,WMA,8:28,BR 3,BR 3.2,White-crowned Sparrow,WCSP,229,White-crowned Sparrow,WCSP,85.3
8/28/2024,"BO, RR",66,3,Garden City,Urban,7:17,GC 1,Gc 1.2,Rock Pigeon,ROPI,229,Eurasian Collared Dove,EUCD,23.6
4/10/2024,JS/NB,54,4,Topeka,WMA,9:18,9,9.2,Blue Jay,BLJA,233,Red-bellied Woodpecker,RBWO,Only Heard
4/10/2024,JS/NB,54,4,Topeka,WMA,9:18,9,9.2,European Starling,EUST,233,House Sparrow,HOSP,Only Heard
4/4/2024,"ED, NB, JS",49,10,McPherson,Urban,10:56,MC7,MC7.1,Canada Goose,CANG,234,Blue Jay,BLJA,121
4/10/2024,"ED, NP",55,5,McPherson,WM,9:31,BB2,BB2.1,Ring-necked Pheasant,RNEP,239,meadowlark,NA,156.2
4/10/2024,"ED, NP",55,5,McPherson,WM,9:31,BB2,BB2.1,Red-winged Blackbird,RWBL,239,meadowlark,NA,212.2
4/22/2024,BO,46,3,Garden City,WMA,8:24,BR 15,BR 15.1,White-crowned Sparrow,WCSP,239,NA,NA,NA
7/15/2024,"GA, CL",84,14,McPherson,Rural,8:51,BB13,BB13.2,Red-winged Blackbird,RWBL,240,Red-winged Blackbird,RWBL,160
4/24/2024,RR,61,2,Garden City,Rural,11:10,CN 4,CN 4.3,Red-winged Blackbird,RWBL,240,White-crowned Sparrow,WCSP,26.8
8/28/2024,"BO, RR",67,3,Garden City,Urban,7:34,GC 1,GC 1.1,Rock Pigeon,ROPI,240,Rock Pigeon,ROPI,73.4
8/28/2024,"BO, RR",67,1,Garden City,Urban,7:55,GC 4,GC 4.2,Mississippi Kite,MIKI,240,NA,NA,NA
8/5/2024,BO,68,3,Garden City,WMA,7:42,BR 4,BR 4.1,Eurasian Collared Dove,EUCD,243,Western Kingbird,WEKI,158.7
7/19/2024,"ED, CL",69,10,McPherson,Urban,8:29,MC27,MC27.1,Red-winged Blackbird,RWBL,245,Mourning Dove,MODO,114
4/24/2024,RR,56,2,Garden City,Rural,9:25,CN 4,CN 4.2,Red-winged Blackbird,RWBL,246,Grackle,NA,78.1
8/5/2024,BO,69,3,Garden City,WMA,8:10,BR 4,BR 4.2,Black-billed Magpie,BBMA,246,NA,NA,NA
4/25/2024,ED,56,15,McPherson,Rural,7:36,BB3,BB3.3,Red-winged Blackbird,RWBL,247,Red-winged Blackbird,RWBL,110.7
7/22/2024,"CL,GA",70,2,McPherson,Rural,9:18,MC24,MC24.2,Eastern Meadowlark ,EAME,247,Eastern Meadowlark ,EAME,49
7/26/2024,"GA,CL",68,5,McPherson,WMA,6:58,IN8,IN8.2,Mourning Dove,MODO,248,Dickcissel,DICK,80
8/28/2024,"BO, RR",66,3,Garden City,Urban,7:17,GC 1,Gc 1.2,Eurasian Collared Dove,EUCD,248,NA,NA,NA
7/15/2024,"GA, CL",84,14,McPherson,Rural,8:51,BB13,BB13.2,Red-winged Blackbird,RWBL,250,Red-winged Blackbird,RWBL,56
7/18/2024,"ED,GA",73,7,McPherson,Urban,9:32,MC25,MC25.1,House Sparrow,HOSP,250,NA,NA,NA
7/18/2024,"ED,GA",73,7,McPherson,Urban,9:32,MC25,MC25.1,Northern Cardinal,NOCA,250,NA,NA,NA
7/19/2024,"ED, CL",68,10,McPherson,Urban,8:20,MC23,MC23.1,Mourning Dove,MODO,250,Eastern Kingbird,EAKI,75
7/19/2024,"ED, CL",68,10,McPherson,Urban,8:20,MC23,MC23.1,Red-winged Blackbird,RWBL,250,Eastern Kingbird,EAKI,123
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Blue-winged Teal,BWTE,250,NA,NA,NA
7/26/2024,"GA,CL",68,5,McPherson,WMA,6:58,IN8,IN8.2,Indigo Bunting,INBU,250,Dickcissel,DICK,54
7/26/2024,"GA,CL",76,7,McPherson,WMA,8:42,IN9,IN9.2,Dickcissel,DICK,250,Dickcissel,DICK,114
8/5/2024,"CL,GA",69,7,McPherson,WMA,6:59,IN3,IN3.2,Blue Grosbeak,BLGR,149,Eastern Kingbird,EAKI,
