Date,Observer,Temperature (F),Wind (mph),StudyLocation,Treatment ,StartTime,PatchID,PointID,Species2min,SpeciesCode2min,Distance2min,Species5min,SpeciesCode5min,Distance5min
7/16/2024,NB,76,6,Topeka,Urban,6:36,11,11.2,European Starling,EUST,44.6,European Starling,EUST,61.4
4/25/2024,JS/NB,56,11,Topeka,WMA,9:21,4,4.2,Northern Cardinal,NOCA,44.7,Eurasian Collared-Dove,EUCD,47.1
8/7/2024,NB/HQ,69,6,Topeka,WMA,9:21,17,17.2,Red-headed Woodpecker,RHWO,44.7,NA,NA,NA
4/25/2024,ED,59,16,McPherson,Rural,9:57,BB6,BB6.1,Eastern Meadowlark,EAME,44.7,Eastern Meadowlark,EAME,135.5
4/18/2024,ED,51,7,McPherson,WMA,10:25,IN2,IN2.2,Eastern Meadowlark,EAME,44.8,Ring-necked Pheasant,RNEP,37.2
4/5/2024,BO,45,4,Garden City,Urban,8:10,GC 4,GC 4.3,Grackle,NA,44.8,Grackle,NA,46.3
8/28/2024,"BO, RR",70,1,Garden City,Urban,8:30,GC 6,GC 6.2,Eurasian Collared Dove,EUCD,44.8,Eurasian Collared Dove,EUCD,161.3
4/17/2024,ED,66,5,McPherson,WMA,10:17,IN,IN6.1,Brown Thrasher,BRTH,44.9,NA,NA,NA
7/12/2024,JS/HQ,72,10,Topeka,Urban,7:28,16,16.2,Barn Swallow,BARS,45,NA,NA,NA
4/5/2024,"ED, NB, JS",45,9,McPherson,Urban,8:40,MC10,MC10.1,European Starling,EUST,45,European Starling,EUST,53.9
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,Brown Thrasher,BRTH,45,European Starling,EUST,120
8/13/2024,CL,73,11,McPherson,Urban,9:48,MC6,MC6.2,Mississippi Kite,MIKI,45,European Starling,EUST,44
8/13/2024,CL,73,11,McPherson,Urban,9:48,MC6,MC6.2,European Starling,EUST,45,NA,NA,NA
8/20/2024,CL,67,8,McPherson,Rural,7:48,MC11,MC11.1,European Starling,EUST,45,House Sparrow,HOSP,29
8/15/2024,IW,70,1,Garden City,Urban,8:51,GC 13,GC 13.1,European Starling,EUST,45,Eurasian Collared Dove,EUCD,108
4/5/2024,BO,45,4,Garden City,Urban,7:56,GC 4,GC 4.1,Eurasian Collared Dove,EUCD,45.2,American Robin,AMRO,29.3
4/2/2024,BO,44,2,Garden City,Urban,8:27,GC 22,GC 22.1,European Starling,EUST,45.4,House Sparrow,HOSP,21.6
4/4/2024,BO,50,2,Garden City,Urban,10:01,GC 7,GC 7.3,Eurasian Collared Dove,EUCD,45.5,Eurasian Collared Dove,EUCD,130
4/1/2024,BO,45,3,Garden City,Urban,9:13,GC13,GC13.3,Eurasian Collared Dove,EUCD,45.7,Eurasian Collared Dove,EUCD,20.5
4/10/2024,"ED, NP",52,5,McPherson,WM,8:58,BB1,BB1.3,Red-winged Blackbird,RWBL,45.8,NA,NA,NA
4/1/2024,BO,45,3,Garden City,Urban,8:50,GC9,GC9.2,Eurasian Collared Dove,EUCD,45.8,Eurasian Collared Dove,EUCD,89.7
8/27/2024,"BO, IW",70,1,Garden City,Urban,8:58,GC 4,GC 4.3,Rock Pigeon,ROPI,45.8,Eurasian Collared Dove,EUCD,226
5/3/2024,JS/NB,63,10,Topeka,Urban,10:37,7,7.2,European Starling,EUST,46,American Robin,AMRO,25.5
7/18/2024,"ED,GA",73,7,McPherson,Urban,9:32,MC25,MC25.1,Mourning Dove ,MODO,46,sparrow,NA,44
7/25/2024,"GA,CL",81,7,McPherson,Rural,9:26,BB12,B12.2,Red-winged Blackbird,RWBL,46,Red-winged Blackbird,RWBL,98
8/23/2024,"IW, GA",75,15,McPherson,Rual,10:31,BB 6,BB 6.1,Red-winged Blackbird,RWBL,46,Red-winged Blackbird,RWBL,89
8/26/2024,IW,72,0,Garden City,Urban,7:41,GC 19,GC 19.1,Eurasian Collared Dove,EUCD,46,NA,NA,NA
8/26/2024,IW,72,0,Garden City,Urban,7:41,GC 19,GC 19.1,European Starling,EUST,46,NA,NA,NA
8/8/2024,NB,74,7,Topeka,WMA,10:06,12,12.1,Eastern Kingbird,EAKI,46.1,Field Sparrow,FISP,Only Heard
4/12/2024,ED,54,4,McPherson,Urban,10:08,MC11,MC11.1,Common Grackle,COGR,46.2,Mourning Dove,MODO,88.9
4/12/2024,JS/NB,43,7,Topeka,WMA,8:06,10,10.2,Brown-headed Cowbird,BHCO,46.5,Tufted Titmouse,TUTI,Only Heard
4/4/2024,"ED, NB, JS",37,8,McPherson,Urban,8:28,MC5,MC5.1,European Starling,EUST,46.5,Eurasian Collared Dove,EUCD,20.8
4/4/2024,"ED, NB, JS",37,8,McPherson,Urban,8:28,MC5,MC5.1,House Sparrow,HOSP,46.5,American Robin,AMRO,35.1
4/2/2024,BO,44,2,Garden City,Urban,8:08,GC 19,GC 19.3,Eurasian Collared Dove,EUCD,46.5,Eurasian Collared Dove,EUCD,55.7
8/8/2024,NB,72,6,Topeka,WMA,9:33,9,9.1,Indigo Bunting,INBU,46.6,American Crow,AMCR,Only Heard
4/23/2024,ED,60,5,McPherson,WMA,9:13,IN9,IN9.1,Eastern Meadowlark,EAME,46.6,NA,NA,NA
4/4/2024,BO,38,2,Garden City,Urban,8:11,GC 11,GC 11.1,American Robin,AMRO,46.6,American Robin,AMRO,62.6
4/4/2024,"ED, NB, JS",44,10,McPherson,Urban,9:41,MC6,MC6.1,Mourning Dove,MODO,46.9,European Starling,EUST,23.3
4/9/2024,JS/NB,54,6,Topeka,WMA,10:41,25,25.2,Eastern Pheobe,EAPH,47,NA,NA,NA
4/22/2024,JS/NB,44,11,Topeka,Urban,7:35,5,5.2,Common Grackle,COGR,47,NA,NA,NA
8/20/2024,ED,65,3,Topeka,WMA,7:55,13,13.2,American Goldfinch,AGOL,47,House Sparrow,HOSP,65
8/20/2024,ED,69,5,Topeka,WMA,9:53,19,19.1,Carolina Wren,CARW,47,American Goldfinch,AGOL,71
4/4/2024,"ED, NB, JS",59,10,McPherson,Urban,1:15,MC8,MC8.2,Northern Cardinal,NOCA,47,NA,NA,NA
7/25/2024,"CL,GA",73,6,McPherson,Rural,7:50,BB11,BB11.1,Red-winged Blackbird,RWBL,47,NA,NA,NA
8/1/2024,"GA,CL",73,5,McPherson,WMA,7:17,IN5,IN5.4,Dickcissel,DICK,47,Western Kingbird,WEKI,116
8/14/2024,"RR, IW",74,1,Garden City,Urban,8:55,GC 18,GC 18.2,Eurasian Collared Dove,EUCD,47,European Starling,EUST,40
8/26/2024,IW,72,1,Garden City,Urban,7:27,GC 18,GC 18.2,Eurasian Collared Dove,EUCD,47,Grackle ,NA,27
4/23/2024,NB,58,8,Topeka,Urban,8:51,9,9.1,American Robin,AMRO,47.1,House Sparrow,HOSP,46.2
4/22/2024,JS/NB,48,11,Topeka,Urban,8:31,2,2.2,European Starling,EUST,47.2,American Robin,AMRO,52.7
4/25/2024,JS/NB,56,11,Topeka,WMA,9:21,4,4.2,American Robin,AMRO,47.2,European Starling,EUST,31.8
8/8/2024,NB,74,7,Topeka,WMA,10:23,12,12.2,Eastern Meadowlark,EAME,47.3,European Starling,EUST,191.8
4/24/2024,RR,62,2,Garden City,Rural,11:38,CN 3,CN 3.2,Grackle,NA,47.3,Grackle,NA,11.6
4/30/2024,JS/NB,63,11,Topeka,Urban,8:45,11,11.1,Black-capped Chickadee,BCCH,47.5,House Finch,HOFI,Only Heard
4/2/2024,BO,45,4,Garden City,Urban,12:27,GC 21,GC 21.2,European Starling,EUST,47.5,Eurasian Collared Dove,EUCD,27.5
4/18/2024,ED,45,6,McPherson,WMA,8:58,IN,IN4.2,Eastern Meadowlark,EAME,47.7,Savannah Sparrow,SAVS,141.1
4/25/2024,JS/NB,55,11,Topeka,WMA,9:07,4,4.1,American Robin,AMRO,47.8,Chipping Sparrow,CHSP,Only Heard
7/10/2024,NB,63,4,Topeka,Urban,7:11,3,3.1,European Starling,EUST,47.9,NA,NA,NA
4/25/2024,ED,57,16,McPherson,Rural,8:24,BB3,BB3.2,Killdeer,KILL,47.9,Red-winged Blackbird,RWBL,58.1
4/22/2024,BO,52,4,Garden City,WMA,9:19,BR 11,BR 11.2,White-crowned Sparrow,WCSP,47.9,NA,NA,NA
7/25/2024,"GA,CL",81,7,McPherson,Rural,9:26,BB12,B12.2,Red-winged Blackbird,RWBL,48,Red-winged Blackbird,RWBL,27
8/15/2024,BO,70,1,Garden City,Urban,9:09,GC 7,GC 7.1,Eurasian Collared Dove,EUCD,48,NA,NA,NA
4/17/2024,ED,61,4,McPherson,WMA,9:16,IN3,IN3.3,Eastern Meadowlark,EAME,48.1,Eastern Meadowlark,EAME,109.3
4/4/2024,"ED, NB, JS",47,10,McPherson,Urban,10:14,MC6,MC6.2,House Sparrow,HOSP,48.2,European Starling,EUST,75.5
4/23/2024,NB,58,8,Topeka,Urban,8:51,9,9.1,American Robin,AMRO,48.3,American Crow,AMCR,101.4
5/3/2024,JS/NB,53,6,Topeka,Urban,8:20,15,15.1,House Finch,HOFI,48.3,House Finch,HOFI,13.1
8/16/2024,NB/ED,71,4,Topeka,WMA,8:20,23,23.1,Eastern Bluebird,EABL,48.3,NA,NA,NA
4/3/2024,BO,38,2,Garden City,Urban,9:56,GC 16,GC 16.1,House Sparrow,HOSP,48.6,Eurasian Collared Dove,EUCD,88.3
7/10/2024,NB,63,4,Topeka,Urban,7:11,3,3.1,Blue Jay,BLJA,48.8,NA,NA,NA
4/12/2024,JS/NB,49,9,Topeka,WMA,9:22,5,5.1,Brown-headed Cowbird,BHCO,49,Common Grackle,COGR,36.6
5/3/2024,JS/NB,53,6,Topeka,Urban,8:20,15,15.1,European Starling,EUST,49,European Starling,EUST,8
4/4/2024,"ED, NB, JS",47,10,McPherson,Urban,10:14,MC6,MC6.2,European Starling,EUST,49,Common Grackle,COGR,125.5
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Red-winged Blackbird,RWBL,49,Red-winged Blackbird,RWBL,82
8/13/2024,CL,73,11,McPherson,Urban,9:48,MC6,MC6.2,Mourning Dove,MODO,49,NA,NA,NA
8/14/2024,"RR, IW",74,1,Garden City,Urban,8:55,GC 18,GC 18.2,Eurasian Collared Dove,EUCD,49,Eurasian Collared Dove,EUCD,28
8/16/2024,NB/ED,68,3,Topeka,WMA,7:14,22,22.2,Blue-gray Gnatcatcher,BGGN,49.1,American Crow,AMCR,Only Heard
4/24/2024,BO,55,2,Garden City,Rural,9:05,CN 3,CN 3.1,Savannah Sparrow,SAVS,49.1,White-crowned Sparrow,WCSP,22.5
4/4/2024,BO,38,2,Garden City,Urban,8:11,GC 11,GC 11.1,American Robin,AMRO,49.2,Eurasian Collared Dove,EUCD,21.2
5/1/2024,JS/NB,58,10,Topeka,Urban,8:00,19,19.1,Blue Jay,BLJA,49.3,Horned Lark,HOLA,Only Heard
8/15/2024,NB/HQ,77,9,Topeka,WMA,8:54,6,6.2,Northern Cardinal,NOCA,49.3,Dickcissel,DICK,47.1
4/4/2024,BO,38,2,Garden City,Urban,8:11,GC 11,GC 11.1,American Robin,AMRO,49.3,Eurasian Collared Dove,EUCD,19.1
5/3/2024,JS/NB,61,9,Topeka,Urban,10:24,7,7.1,Eastern Kingbird,EAKI,49.5,European Starling,EUST,27
8/26/2024,"BO, RR",69,2,Garden City,Urban,7:23,GC 21,GC 21.2,European Starling,EUST,49.7,European Starling,EUST,78.1
8/8/2024,NB,72,6,Topeka,WMA,9:33,9,9.1,Northern Cardinal,NOCA,49.8,Downy Woodpecker,DOWO,52.6
4/23/2024,ED,61,6,McPherson,WMA,9:23,IN9,IN9.2,Eastern Meadowlark,EAME,49.8,Upland Sandpiper,UPSA,121.4
8/26/2024,"BO, RR",70,1,Garden City,Urban,7:54,GC 20,GC 20.3,Eurasian Collared Dove,EUCD,49.8,Eurasian Collared Dove,EUCD,41.6
8/26/2024,"BO, RR",70,1,Garden City,Urban,7:54,GC 20,GC 20.3,Mississippi Kite,MIKI,49.8,NA,NA,NA
4/19/2024,JS/NB,47,3,Topeka,WMA,9:41,21,21.2,Canada Goose,CANG,50,NA,NA,NA
4/4/2024,"ED, NB, JS",44,10,McPherson,Urban,9:41,MC6,MC6.1,European Starling,EUST,50,NA,NA,NA
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:49,BB8,BB8.1,Brown-headed Cowbird,BHCO,50,Red-winged Blackbird,RWBL,120
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:49,BB8,BB8.1,Red-winged Blackbird,RWBL,50,Brown-headed Cowbird,BHCO,35
7/15/2024,"GA, CL",78,12,McPherson,Rural,7:03,BB8,BB8.2,European Starling,EUST,50,Red-winged Blackbird,RWBL,151
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,Red-winged Blackbird,RWBL,50,Brown-headed Cowbird,BHCO,50
7/15/2024,"GA, CL",81,13,McPherson,Rural,8:10,BB12,BB12.3,Brown-headed Cowbird,BHCO,50,Red-winged Blackbird,RWBL,103
7/15/2024,"GA, CL",84,14,McPherson,Rural,8:51,BB13,BB13.2,House Wren,HOWR,50,Barn Swallow,BARS,60
7/19/2024,"ED, CL",68,10,McPherson,Urban,8:20,MC23,MC23.1,Eastern Meadowlark,EAME,50,NA,NA,NA
7/25/2024,"CL,GA",73,6,McPherson,Rural,7:50,BB11,BB11.1,Red-winged Blackbird,RWBL,50,NA,NA,NA
8/13/2024,CL,75,12,McPherson,Urban,10:28,MC2,MC2.1,Mourning Dove,MODO,50,House Sparrow,HOSP,52
4/1/2024,BO,44,3,Garden City,Urban,8:20,GC9,GC9.1,European Starling,EUST,50,European Starling,EUST,59
8/26/2024,"BO, RR",70,1,Garden City,Urban,7:54,GC 20,GC 20.3,Eurasian Collared Dove,EUCD,50,Eurasian Collared Dove,EUCD,88.2
4/19/2024,JS/NB,43,4,Topeka,WMA,8:05,2,2.2,Blue Jay,BLJA,50.1,NA,NA,NA
4/3/2024,BO,36,2,Garden City,Urban,8:49,GC 14,GC 14.1,Grackle,NA,50.1,European Starling,EUST,32.7
5/6/2024,BO,66,4,Garden City,WMA,8:15,BR 7,BR 7.1,White-crowned Sparrow,WCSP,50.1,NA,NA,NA
4/10/2024,JS/NB,50,4,Topeka,WMA,8:30,11,11.1,European Starling,EUST,50.2,American Robin,AMRO,114.1
5/3/2024,JS/NB,54,5,Topeka,Urban,8:34,15,15.2,American Robin,AMRO,50.2,Red-bellied Woodpecker,RBWO,Only Heard
4/23/2024,NB,58,8,Topeka,Urban,8:51,9,9.1,European Starling,EUST,50.3,European Starling,EUST,70.6
4/5/2024,BO,61,4,Garden City,Urban,10:49,GC 1,GC 1.1,Eurasian Collared Dove,EUCD,50.3,Eurasian Collared Dove,EUCD,26.5
5/3/2024,JS/NB,63,10,Topeka,Urban,10:37,7,7.2,Common Grackle,COGR,50.4,American Robin,AMRO,40.2
7/12/2024,JS/HQ,76,11,Topeka,Urban,8:49,9,9.2,House Finch,HOFI,50.4,Northern Cardinal,NOCA,Only Heard
7/12/2024,JS/HQ,76,11,Topeka,Urban,8:49,9,9.2,Mourning Dove,MODO,50.4,Blue Jay,BLJA,Only Heard
8/1/2024,BO,70,2,Garden City,Rural,8:20,CN 3,CN 3.1,Lark Sparrow,LASP,50.4,Barn Swallow,BARS,183.3
4/15/2024,JS/NB,62,10,Topeka,WMA,8:06,13,13.1,Brown-headed Cowbird,BHCO,50.9,Northern Cardinal,NOCA,14.5
4/25/2024,JS/NB,56,11,Topeka,WMA,10:17,8,8.1,American Robin,AMRO,51,NA,NA,NA
8/20/2024,ED,64,3,Topeka,WMA,7:15,8,8.2,Blue Jay,BLJA,51,NA,NA,NA
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:24,BB7,BB7.2,Red-winged Blackbird,RWBL,51,Red-winged Blackbird,RWBL,150
8/7/2024,CL,64,6,McPherson,Urban,7:01,MC13,MC13.2,Mississippi Kite,MIKI,51,Mourning Dove,MODO,43
4/2/2024,BO,45,3,Garden City,Urban,8:44,GC 22,GC 22.2,Rock Pigeon,ROPI,51,Rock Pigeon,ROPI,109.5
4/1/2024,BO,46,3,Garden City,Urban,9:29,GC18,GC18.1,Eurasian Collared Dove,EUCD,51.1,NA,NA,NA
8/7/2024,"BO, RR",70,1,Garden City,Rural,7:58,CN 5,CN 5.1,Mourning Dove,MODO,51.1,Red-winged Blackbird,RWBL,220
8/7/2024,"BO, RR",73,1,Garden City,Rural,9:08,Cn 5,CN 5.3,Western Kingbird,WEKI,51.1,NA,NA,NA
7/30/2024,NB,82,15,Topeka,Urban,8:39,20,20.2,House Finch,HOFI,51.2,House Sparrow,HOSP,85.8
4/19/2024,JS/NB,43,4,Topeka,WMA,8:05,2,2.2,White-throated Sparrow,WTSP,51.3,NA,NA,NA
8/7/2024,"BO, RR",70,1,Garden City,Rural,7:58,CN 5,CN 5.1,Mourning Dove,MODO,51.3,Swainson's Hawk,SWHA,246
8/29/2024,"BO, IW",70,1,Garden City,Urban,8:32,GC 15,GC 15.1,House Sparrow,HOSP,51.3,House Sparrow,HOSP,64.9
4/5/2024,"ED, NB, JS",50,11,McPherson,Urban,9:32,MC10,MC10.2,House Sparrow,HOSP,51.4,NA,NA,NA
4/24/2024,BO,54,2,Garden City,Rural,8:48,CN 1,CN 1.1,White-crowned Sparrow,WCSP,51.4,Savannah Sparrow,SAVS,57.1
4/25/2024,JS/NB,55,11,Topeka,WMA,8:47,3,3.2,House Finch,HOFI,51.6,NA,NA,NA
4/3/2024,"ED, NB, JS",53,20,McPherson,Urban,13:40,MC4,MC4.2,American Robin,AMRO,51.8,NA,NA,NA
8/27/2024,"BO, IW",67,1,Garden City,Urban,7:14,GC 24,GC 24.1,Mississippi Kite,MIKI,51.9,NA,NA,NA
8/20/2024,ED,63,3,Topeka,WMA,6:17,14,14.1,American Goldfinch,AGOL,52,NA,NA,NA
8/20/2024,ED,63,3,Topeka,WMA,6:31,14,14.2,Indigo Bunting,INBU,52,Canada Goose,CANG,157
4/5/2024,"ED, NB, JS",67,17,McPherson,Urban,1:19,MC13,MC 13.2,House Sparrow,HOSP,52,European Starling,EUST,39
7/16/2024,"ED,GA",76,11,Inman,WMA,7:13,IN1,IN1.1,Eastern Meadowlark ,EAME,52,NA,NA,NA
7/26/2024,"GA,CL",70,5,McPherson,WMA,7:23,IN8,IN8.4,Dickcissel,DICK,52,Blue-gray Gnatcatcher,BGGN,200
8/14/2024,"RR, IW",73,1,Garden City,Urban,8:37,GC 17,GC 17.1,Mississippi Kite,MIKI,52,House Finch,HOFI,14
4/23/2024,ED,63,8,McPherson,WMA,10:11,IN8,IN8.1,Eastern Meadowlark,EAME,52.1,Eastern Meadowlark,EAME,49
4/22/2024,BO,52,4,Garden City,WMA,9:19,BR 11,BR 11.2,White-crowned Sparrow,WCSP,52.2,NA,NA,NA
4/12/2024,JS/NB,42,7,Topeka,WMA,7:42,10,10.1,Tufted Titmouse,TUTI,52.3,House Sparrow,HOSP,100
4/18/2024,ED,51,7,McPherson,WMA,10:25,IN2,IN2.2,Red-winged Blackbird,RWBL,52.3,Ring-necked Pheasant,RNEP,87.9
8/7/2024,NB/HQ,69,6,Topeka,WMA,9:21,17,17.2,European Starling,EUST,52.6,American Robin,AMRO,22
4/5/2024,"ED, NB, JS",66,3,McPherson,Urban,12:52,MC13,MC13.1,American Robin,AMRO,52.8,Yellow-bellied Sapsucker,YBSA,12.2
4/22/2024,JS/NB,48,11,Topeka,Urban,8:31,2,2.2,American Robin,AMRO,52.9,American Robin,AMRO,28.4
8/15/2024,NB/HQ,74,8,Topeka,WMA,7:45,4,4.2,Indigo Bunting,INBU,52.9,Red-bellied Woodpecker,RBWO,Only Heard
4/5/2024,BO,50,4,Garden City,Urban,9:39,GC 6,GC 6.1,Eurasian Collared Dove,EUCD,52.9,Eurasian Collared Dove,EUCD,68.7
7/12/2024,JS/HQ,77,11,Topeka,Urban,9:05,15,15.1,Mourning Dove,MODO,53,House Sparrow,HOSP,58.9
4/5/2024,"ED, NB, JS",54,12,McPherson,Urban,10:13,MC11,MC11.2,House Sparrow,HOSP,53,House Sparrow,HOSP,48
4/5/2024,"ED, NB, JS",54,12,McPherson,Urban,10:13,MC11,MC11.2,House Sparrow,HOSP,53,NA,NA,NA
7/18/2024,"ED,GA",73,7,McPherson,Urban,9:32,MC25,MC25.1,Eurasian Collared Dove,EUCD,53,NA,NA,NA
7/19/2024,"ED, CL",66,9,McPherson,Urban,7:55,MC22,MC22.2,American Goldfinch,AGOL,53,Indigo Bunting,INBU,2
8/13/2024,CL,73,11,McPherson,Urban,9:39,MC6,MC6.1,Mississippi Kite,MIKI,53,Mourning Dove,MODO,88
8/15/2024,BO,70,1,Garden City,Urban,9:09,GC 7,GC 7.1,Eurasian Collared Dove,EUCD,53,Eurasian Collared Dove,EUCD,46
8/27/2024,"BO, IW",67,1,Garden City,Urban,7:14,GC 24,GC 24.1,Eurasian Collared Dove,EUCD,53,NA,NA,NA
4/12/2024,ED,55,4,McPherson,Urban,10:20,MC18,MC18.1,Mourning Dove,MODO,53.2,American Robin,AMRO,48.4
4/12/2024,JS/NB,45,8,Topeka,WMA,8:26,7,7.1,Eastern Meadowlark,EAME,53.4,Red-bellied Woodpecker,RBWO,Only Heard
4/29/2024,JS/NB,56,4,Topeka,Urban,9:37,12,12.1,American Robin,AMRO,53.4,Common Grackle,COGR,22.1
8/28/2024,"BO, RR",67,3,Garden City,Urban,7:34,GC 1,GC 1.1,Eurasian Collared Dove,EUCD,53.5,Eurasian Collared Dove,EUCD,29.6
4/24/2024,RR,62,2,Garden City,Rural,11:20,CN 3,CN 3.3,White-crowned Sparrow,WCSP,53.6,NA,NA,NA
4/2/2024,BO,45,3,Garden City,Urban,8:44,GC 22,GC 22.2,Eurasian Collared Dove,EUCD,53.7,Brown-headed Cowbird,BHCO,119.8
4/29/2024,JS/NB,50,3,Topeka,Urban,8:09,8,8.2,American Robin,AMRO,53.9,NA,NA,NA
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:49,BB8,BB8.1,Brown-headed Cowbird,BHCO,54,American Robin,AMRO,25
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,Horned Lark,HOLA,54,Brown-headed Cowbird,BHCO,30
7/15/2024,"GA, CL",84,14,McPherson,Rural,8:51,BB13,BB13.2,Dickcissel,DICK,54,Killdeer,KILL,157
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Red-winged Blackbird,RWBL,54,NA,NA,NA
7/30/2024,"GA, CL",83,18,McPherson,Urban,8:56,MC19,MC19.1,Upland Sandpiper,UPSA,54,Field Sparrow,FISP,143
8/16/2024,"IW, GA",67,9,McPherson,Rural,7:32,BB 1,BB 1.1,Red-winged Blackbird,RWBL,54,NA,NA,NA
4/1/2024,BO,46,2,Garden City,Urban,10:59,GC19,GC19.1,European Starling,EUST,54,Eurasian Collared Dove,EUCD,32.8
8/2/2024,IW,68,1,Garden City,Urban,6:59,GC 16,GC 16.1,Eurasian Collared Dove,EUCD,54,NA,NA,NA
8/2/2024,IW,70,1,Garden City,Urban,7:48,GC 12,GC 12.1,Eurasian Collared Dove,EUCD,54,NA,NA,NA
8/26/2024,IW,74,1,Garden City,Urban,8:29,GC 22,GC 22.1,Eurasian Collared Dove,EUCD,54,European Starling,EUST,50
8/27/2024,"BO, IW",68,1,Garden City,Urban,7:49,GC 23,GC 23.2,European Starling,EUST,54,European Starling,EUST,137.1
8/27/2024,"BO, IW",69,1,Garden City,Urban,8:02,GC 23,GC 23.1,American Robin,AMRO,54,Eurasian Collared Dove,EUCD,36
4/5/2024,BO,48,4,Garden City,Urban,8:37,GC 3,GC 3.1,American Robin,AMRO,54.2,Eurasian Collared Dove,EUCD,100.6
7/30/2024,"BO, IW",75,2,Garden City,WMA,7:06,BR 2,BR 2.1,Western Kingbird,WEKI,54.3,Western Kingbird,WEKI,182.2
4/4/2024,BO,48,2,Garden City,Urban,9:44,GC 7,GC 7.1,Eurasian Collared Dove,EUCD,54.4,Grackle,NA,35.2
4/30/2024,JS/NB,64,11,Topeka,Urban,9:03,11,11.2,Common Grackle,COGR,54.5,House Finch,HOFI,38
4/30/2024,JS/NB,66,11,Topeka,Urban,9:43,18,18.1,American Robin,AMRO,54.5,NA,NA,NA
4/4/2024,"ED, NB, JS",52,11,McPherson,Urban,11:29,MC7,MC7.2,Mourning Dove,MODO,54.7,NA,NA,NA
4/22/2024,JS/NB,44,11,Topeka,Urban,7:35,5,5.2,Lincoln's Sparrow,LISP,54.9,NA,NA,NA
7/15/2024,"GA, CL",81,13,McPherson,Rural,8:10,BB12,BB12.3,Brown-headed Cowbird,BHCO,55,Great-tailed Grackle,GTGR,105
8/7/2024,CL,64,6,McPherson,Urban,6:51,MC13,MC13.1,Blue Jay,BLJA,55,NA,NA,NA
8/15/2024,IW,70,1,Garden City,Urban,8:51,GC 13,GC 13.1,Eurasian Collared Dove,EUCD,55,NA,NA,NA
5/1/2024,JS/NB,58,10,Topeka,Urban,8:00,19,19.1,Northern Cardinal,NOCA,55.2,NA,NA,NA
4/2/2024,BO,45,4,Garden City,Urban,10:15,GC 21,GC 21.1,Eurasian Collared Dove,EUCD,55.2,Eurasian Collared Dove,EUCD,115.5
5/3/2024,JS/NB,51,5,Topeka,Urban,7:50,17,17.2,Common Grackle,COGR,55.4,NA,NA,NA
4/1/2024,BO,46,2,Garden City,Urban,10:59,GC19,GC19.1,Eurasian Collared Dove,EUCD,55.4,Eurasian Collared Dove,EUCD,22.5
8/7/2024,"BO, RR",70,1,Garden City,Rural,7:58,CN 5,CN 5.1,Mourning Dove,MODO,55.7,Mourning Dove,MODO,56.2
5/1/2024,JS/NB,60,11,Topeka,Urban,8:33,21,21.1,White-crowned Sparrow,WCSP,55.9,Northern Cardinal,NOCA,Only Heard
8/29/2024,"BO, IW",68,1,Garden City,Urban,7:05,GC 11,GC 11.1,Eurasian Collared Dove,EUCD,55.9,NA,NA,NA
4/10/2024,JS/NB,55,4,Topeka,WMA,9:59,6,6.1,Song Sparrow,SOSP,56,Tufted Titmouse,TUTI,Only Heard
4/5/2024,"ED, NB, JS",72,13,McPherson,Urban,3:02,MC17,MC17.2,American Robin,AMRO,56,Turkey Vulture,TUVU,191
7/16/2024,"ED,GA",76,14,Inman,WMA,7:28,IN1,IN1.2,swallow,NA,56,Dickcissel,DICK,50
7/25/2024,"GA,CL",81,7,McPherson,Rural,9:26,BB12,B12.2,Red-winged Blackbird,RWBL,56,Red-winged Blackbird,RWBL,181
7/29/2024,"GA,CL",74,11,McPherson,Urban,7:03,MC9,MC9.2,Mississippi Kite,MIKI,56,Mourning Dove,MODO,98
8/2/2024,IW,68,1,Garden City,Urban,6:59,GC 16,GC 16.1,Eurasian Collared Dove,EUCD,56,NA,NA,NA
4/4/2024,BO,44,2,Garden City,Urban,8:55,GC 12,GC 12.2,American Robin,AMRO,56.1,Grackle,NA,55.5
4/12/2024,ED,50,3,McPherson,Urban,9:41,MC21,MC21.1,American Robin,AMRO,56.2,European Starling,EUST,30.7
4/10/2024,"ED, NP",52,5,McPherson,WM,8:58,BB1,BB1.3,Brown-headed Cowbird,BHCO,56.3,meadowlark,NA,36.2
4/10/2024,JS/NB,48,3,Topeka,WMA,7.44,12,12.1,Red-winged Blackbird ,RWBL,56.5,Red-winged Blackbird ,RWBL,92.8
8/28/2024,"BO, RR",70,1,Garden City,Urban,8:30,GC 6,GC 6.2,Eurasian Collared Dove,EUCD,56.5,Eurasian Collared Dove,EUCD,14.6
8/26/2024,"BO, RR",73,1,Garden City,Urban,8:59,GC 15,GC 15.2,Eurasian Collared Dove,EUCD,56.6,Mississippi Kite,MIKI,240
